can_transact,can_select,chance_of_playing_next_round,chance_of_playing_this_round,code,cost_change_event,cost_change_event_fall,cost_change_start,cost_change_start_fall,dreamteam_count,element_type,ep_next,ep_this,event_points,first_name,form,id,in_dreamteam,news,news_added,now_cost,photo,points_per_game,removed,second_name,selected_by_percent,special,squad_number,status,team,team_code,total_points,transfers_in,transfers_in_event,transfers_out,transfers_out_event,value_form,value_season,web_name,region,team_join_date,birth_date,has_temporary_code,opta_code,minutes,goals_scored,assists,clean_sheets,goals_conceded,own_goals,penalties_saved,penalties_missed,yellow_cards,red_cards,saves,bonus,bps,influence,creativity,threat,ict_index,clearances_blocks_interceptions,recoveries,tackles,defensive_contribution,starts,expected_goals,expected_assists,expected_goal_involvements,expected_goals_conceded,influence_rank,influence_rank_type,creativity_rank,creativity_rank_type,threat_rank,threat_rank_type,ict_index_rank,ict_index_rank_type,corners_and_indirect_freekicks_order,corners_and_indirect_freekicks_text,direct_freekicks_order,direct_freekicks_text,penalties_order,penalties_text,expected_goals_per_90,saves_per_90,expected_assists_per_90,expected_goal_involvements_per_90,expected_goals_conceded_per_90,goals_conceded_per_90,now_cost_rank,now_cost_rank_type,form_rank,form_rank_type,points_per_game_rank,points_per_game_rank_type,selected_rank,selected_rank_type,starts_per_90,clean_sheets_per_90,defensive_contribution_per_90
True,True,,,549067,0,0,-1,1,0,2,-0.5,0.5,0,Zach,0.0,513,False,,,39,549067.jpg,0.0,False,Abbott,0.2,False,,a,16,17,0,4271,94,8867,59,0.0,0.0,Abbott,241.0,2022-08-22,2006-05-13,False,p549067,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,423,161,401,156,361,137,425,161,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,731,236,402,149,433,159,371,133,0.0,0.0,0.0
True,True,,,90585,0,0,-1,1,0,2,-0.5,0.5,0,Willy,0.0,514,False,,,39,90585.jpg,0.0,False,Boly,0.5,False,,a,16,17,0,17799,380,23340,211,0.0,0.0,Boly,54.0,2022-09-01,1991-02-03,False,p90585,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,403,143,381,138,341,119,405,143,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,711,218,382,131,414,142,247,92,0.0,0.0,0.0
True,True,,,222531,0,0,0,0,0,3,1.3,2.3,1,Morgan,1.8,515,False,,,75,222531.jpg,2.3,False,Gibbs-White,4.6,False,,a,16,17,14,333441,670,413345,5386,0.2,1.9,Gibbs-White,241.0,2022-08-19,2000-01-27,False,p222531,451,0,1,0,8,0,0,0,0,0,0,0,69,51.4,119.0,81.0,24.9,5,15,2,22,5,0.83,0.56,1.39,7.92,166,63,16,13,38,22,39,25,,,2.0,,2.0,,0.17,0.0,0.11,0.28,1.58,1.6,24,15,205,91,219,101,78,23,1.0,0.0,4.39
True,True,,,209046,0,0,0,0,0,3,0.7,1.7,1,Callum,1.2,516,False,,,60,209046.jpg,2.8,False,Hudson-Odoi,1.4,False,,a,16,17,17,144454,366,131682,2000,0.2,2.8,Hudson-Odoi,241.0,2023-09-01,2000-11-07,False,p209046,359,1,0,0,6,0,0,0,0,0,0,3,69,62.8,105.5,62.0,23.1,2,5,1,8,4,0.38,0.41,0.79,6.20,131,45,28,24,57,34,50,34,4.0,,,,,,0.1,0.0,0.1,0.2,1.55,1.5,86,58,241,109,180,77,159,54,1.0,0.0,2.01
True,True,,,215379,0,0,0,0,0,3,3.0,4.0,4,Elliot,3.5,517,False,,,55,215379.jpg,3.7,False,Anderson,4.6,False,,a,16,17,22,218158,611,386022,3208,0.6,4.0,Anderson,241.0,2024-07-01,2002-11-06,False,p215379,530,0,1,0,10,0,0,0,0,0,0,1,118,122.0,136.5,39.0,29.8,12,46,18,76,6,0.62,0.74,1.36,8.46,34,13,12,11,114,69,20,15,3.0,,,,,,0.11,0.0,0.13,0.24,1.44,1.7,147,91,79,31,104,40,77,22,1.02,0.0,12.91
True,False,0.0,0.0,510500,0,0,-1,1,0,3,0.0,0.0,0,João Pedro,0.0,518,False,has joined Besiktas on loan for the rest of the season.,2025-09-12T15:53:40.376767Z,54,510500.jpg,1.0,False,Ferreira da Silva,0.1,False,,u,16,17,1,1029,0,7486,54,0.0,0.2,Jota,173.0,2024-08-01,1999-08-01,False,p510500,11,0,0,0,0,0,0,0,0,0,0,0,6,5.0,0.5,4.0,1.0,1,0,2,3,0,0.00,0.00,0.00,0.00,362,172,364,187,314,166,375,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,199,123,708,308,382,187,566,211,0.0,0.0,24.55
True,True,100.0,100.0,250199,0,0,0,0,0,3,-0.5,0.5,0,Nicolás,0.0,519,False,,2025-07-21T10:00:04.988497Z,50,250199.jpg,0.0,False,Domínguez,0.0,False,,a,16,17,0,199,15,185,5,0.0,0.0,Dominguez,10.0,2023-09-01,1998-06-28,False,p250199,45,0,0,0,1,0,0,0,1,0,0,0,3,0.0,0.0,0.0,0.0,1,0,2,3,1,0.00,0.01,0.01,0.44,686,293,687,295,670,290,687,294,,,,,,,0.0,0.0,0.02,0.02,0.88,2.0,271,166,678,290,690,297,730,321,2.0,0.0,6.0
True,False,0.0,0.0,243345,0,0,0,0,0,3,0.0,0.0,0,Lewis,0.0,520,False,Has joined Wrexham permanently.,2025-07-25T14:55:12.030109Z,50,243345.jpg,0.0,False,O'Brien,0.0,False,,u,16,17,0,0,0,102,1,0.0,0.0,O'Brien,241.0,2022-07-20,1998-10-14,False,p243345,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,685,292,686,294,669,289,686,293,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,268,165,677,289,689,296,738,326,0.0,0.0,0.0
True,True,,,210462,0,0,0,0,0,3,1.3,2.3,0,Ibrahim,1.8,521,False,,,50,210462.jpg,2.2,False,Sangaré,0.1,False,,a,16,17,11,3818,28,4294,41,0.4,2.2,Sangaré,54.0,2023-09-01,1997-12-02,False,p210462,351,0,0,0,6,0,0,0,0,0,0,0,53,33.2,19.0,2.0,5.5,19,15,7,41,4,0.03,0.08,0.11,5.98,232,104,217,135,333,177,284,145,,,,,,,0.01,0.0,0.02,0.03,1.53,1.54,261,158,192,82,223,103,527,188,1.03,0.0,10.51
True,True,,,204968,0,0,-2,2,0,3,-0.3,0.7,0,Ryan,0.2,522,False,,,48,204968.jpg,1.0,False,Yates,0.1,False,,a,16,17,3,2299,41,7749,49,0.0,0.6,Yates,241.0,2018-08-01,1997-11-21,False,p204968,25,0,0,0,1,0,0,0,0,0,0,0,11,7.2,4.0,2.0,1.2,4,3,0,7,0,0.00,0.01,0.01,0.08,345,164,320,172,324,170,369,178,,,,,,,0.0,0.0,0.04,0.04,0.29,3.6,373,236,359,171,351,164,490,166,0.0,0.0,25.2
True,False,0.0,0.0,569014,0,0,0,0,0,3,0.0,0.0,0,Eric,0.0,523,False,has joined Rio Ave on loan for the rest of the season.,2025-09-02T12:23:02.683095Z,45,569014.jpg,0.0,False,da Silva Moreira,0.1,False,,u,16,17,0,1896,0,12970,84,0.0,0.0,Da Silva Moreira,80.0,2024-07-01,2006-05-03,False,p569014,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,625,252,619,254,593,244,626,253,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,474,279,615,248,635,262,499,170,0.0,0.0,0.0
True,False,0.0,0.0,495161,0,0,0,0,0,3,0.0,0.0,0,Marko,0.0,524,False,Has joined Swansea City permanently.,2025-08-20T13:32:34.645399Z,45,495161.jpg,0.0,False,Stamenić,0.0,False,,u,16,17,0,245,0,4777,10,0.0,0.0,Stamenic,154.0,2024-06-27,2002-02-19,False,p495161,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,606,236,599,238,574,228,608,237,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,447,262,595,232,615,246,637,264,0.0,0.0,0.0
True,True,,,60689,0,0,0,0,1,4,1.3,2.3,2,Chris,1.8,525,False,,,75,60689.jpg,3.7,False,Wood,17.6,False,,a,16,17,22,2100529,2105,1813632,34641,0.2,2.9,Wood,154.0,2023-07-01,1991-12-07,False,p60689,450,2,0,1,6,0,0,0,0,0,0,3,80,75.6,46.3,133.0,25.1,5,6,0,11,6,2.33,0.11,2.44,6.37,110,11,99,9,10,6,37,9,,,,,1.0,,0.47,0.0,0.02,0.49,1.27,1.2,23,9,204,19,107,11,20,5,1.2,0.2,2.2
True,True,,,482973,0,0,-2,2,0,4,0.3,1.3,1,Igor Jesus,0.8,526,False,,,58,482973.jpg,1.0,False,Maciel da Cruz,0.8,False,,a,16,17,5,58741,1508,64095,662,0.1,0.9,Igor Jesus,30.0,2025-07-05,2001-02-25,False,p482973,65,0,0,0,3,0,0,0,0,0,0,0,18,7.2,12.7,25.0,4.3,1,3,1,5,0,0.30,0.03,0.33,2.05,346,27,256,25,168,31,306,30,,,,,,,0.42,0.0,0.04,0.46,2.84,4.15,119,30,296,28,392,42,193,32,0.0,0.0,6.92
True,True,,,210156,0,0,-2,2,0,4,-0.5,0.5,0,Taiwo,0.0,527,False,,,53,210156.jpg,0.0,False,Awoniyi,0.4,False,,a,16,17,0,16258,196,56591,408,0.0,0.0,Awoniyi,157.0,2022-06-25,1997-08-12,False,p210156,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,705,73,706,74,693,71,706,73,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,214,47,697,72,708,74,259,42,0.0,0.0,0.0
True,True,,,456512,0,0,1,-1,0,3,1.0,2.0,1,Dan,1.5,669,False,,,61,456512.jpg,3.7,False,Ndoye,2.9,False,,a,16,17,22,516189,503,285585,5650,0.2,3.6,Ndoye,207.0,2025-07-31,2000-10-25,False,p456512,429,1,1,0,7,0,0,0,0,0,0,4,80,84.6,75.0,55.0,21.5,6,16,5,27,6,0.15,0.58,0.73,6.28,91,29,55,42,69,43,57,35,,,,,,,0.03,0.0,0.12,0.15,1.32,1.47,85,57,220,100,106,42,105,38,1.26,0.0,5.66
True,True,,,107265,0,0,0,0,0,1,-0.5,0.5,0,Angus,0.0,675,False,,,40,107265.jpg,0.0,False,Gunn,1.6,False,,a,16,17,0,23148,97,40837,288,0.0,0.0,Gunn,243.0,2025-08-06,1996-01-22,False,p107265,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,442,38,423,21,385,14,444,38,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,619,49,422,37,452,38,143,18,0.0,0.0,0.0
True,True,,,503301,0,0,0,0,0,3,0.0,1.0,1,Omari,0.5,693,False,,,55,503301.jpg,1.0,False,Hutchinson,0.0,False,,a,16,17,3,2857,20,2092,22,0.1,0.5,Hutchinson,241.0,2025-08-16,2003-10-30,False,p503301,17,0,0,0,1,0,0,0,0,0,0,0,12,0.2,0.9,8.0,0.6,0,1,1,2,0,0.40,0.28,0.68,0.96,402,190,354,185,267,146,388,187,,,,,,,2.12,0.0,1.48,3.6,5.08,5.29,164,102,334,163,388,191,634,262,0.0,0.0,10.59
True,True,,,465680,0,0,0,0,0,4,0.3,1.3,0,Arnaud,0.8,696,False,,,60,465680.jpg,1.0,False,Kalimuendo,0.1,False,,a,16,17,4,6418,65,4638,106,0.1,0.7,Kalimuendo,73.0,2025-08-18,2002-01-20,False,p465680,64,0,0,0,2,0,0,0,0,0,0,0,8,2.8,16.1,22.0,4.1,1,2,0,3,0,0.35,0.02,0.37,1.21,377,34,238,19,180,33,311,31,,,,,,,0.49,0.0,0.03,0.52,1.7,2.81,88,26,303,31,395,44,491,68,0.0,0.0,4.22
True,True,0.0,0.0,230046,0,0,0,0,0,3,0.0,0.0,0,Douglas Luiz,1.2,699,False,Hamstring injury - Expected back 18 Oct,2025-09-24T22:30:08.479417Z,50,230046.jpg,5.0,False,Soares de Paulo,0.1,False,,i,16,17,5,10723,4,7146,247,0.2,1.0,Douglas Luiz,30.0,2025-08-21,1998-05-09,False,p230046,75,0,1,0,1,0,0,0,0,0,0,0,23,4.4,18.1,8.0,3.1,0,2,1,3,1,0.02,0.02,0.04,0.68,365,174,227,140,265,144,337,165,,,,,,,0.02,0.0,0.02,0.04,0.82,1.2,266,163,234,105,45,14,533,192,1.2,0.0,3.6
True,True,,,221389,0,0,0,0,0,1,-0.5,0.5,0,John Victor,0.0,715,False,,,40,221389.jpg,0.0,False,Maciel Furtado,0.4,False,,a,16,17,0,33236,164,7078,213,0.0,0.0,John,30.0,2025-08-31,1996-02-13,False,p221389,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,454,46,437,29,399,22,456,46,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,636,57,434,45,464,46,280,37,0.0,0.0,0.0
True,True,,,500151,0,0,0,0,0,2,-0.5,0.5,0,Nicolò,0.0,716,False,,,45,500151.jpg,0.0,False,Savona,0.0,False,,a,16,17,0,1097,7,565,9,0.0,0.0,Savona,106.0,2025-08-30,2003-03-19,False,p500151,53,0,0,0,2,0,0,0,0,0,0,0,4,11.0,11.1,4.0,2.6,2,0,3,5,0,0.00,0.00,0.00,0.88,326,127,274,93,304,106,349,125,,,,,,,0.0,0.0,0.0,0.0,1.49,3.4,451,100,597,227,617,229,693,233,0.0,0.0,8.49
True,False,0.0,0.0,560441,0,0,0,0,0,2,0.0,0.0,0,Luis Eduardo,0.0,729,False,has joined Botafogo on loan for the rest of the season.,2025-09-05T08:56:15.818633Z,45,560441.jpg,0.0,False,Soares da Silva,0.0,False,,u,16,17,0,25,0,29,3,0.0,0.0,Cuiabano,30.0,2025-09-01,2003-02-16,False,p560441,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,623,232,617,232,591,224,624,232,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,472,105,613,229,633,231,740,245,0.0,0.0,0.0
True,True,,,476887,0,0,0,0,0,3,0.8,1.8,2,Dilane,1.3,734,False,,,60,476887.jpg,1.3,False,Bakwa,0.0,False,,a,16,17,4,1886,26,756,17,0.2,0.7,Bakwa,73.0,2025-09-01,2002-08-26,False,p476887,159,0,0,0,3,0,0,0,0,0,0,0,23,13.6,15.2,28.0,5.7,2,11,0,13,2,0.15,0.24,0.39,1.34,314,146,243,145,154,92,279,142,,,,,,,0.08,0.0,0.14,0.22,0.76,1.7,89,59,226,103,307,147,667,283,1.13,0.0,7.36
True,True,,,232571,0,0,-1,1,0,1,-0.5,-0.5,0,Anthony,0.0,528,False,,,44,232571.jpg,0.0,False,Patterson,0.2,False,,a,17,56,0,4888,25,19385,96,0.0,0.0,Patterson,241.0,2018-10-09,2000-05-10,False,p232571,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,533,77,518,61,485,54,535,77,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,534,32,519,76,543,77,346,53,0.0,0.0,0.0
True,True,,,74854,0,0,0,0,0,1,-0.5,-0.5,0,Simon,0.0,529,False,,,40,74854.jpg,0.0,False,Moore,0.4,False,,a,17,56,0,6344,30,14504,121,0.0,0.0,Moore,241.0,2024-07-01,1990-05-19,False,p74854,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,435,32,416,15,377,8,437,32,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,611,43,415,31,445,32,261,35,0.0,0.0,0.0
True,True,,,490000,0,0,0,0,0,1,-0.5,-0.5,0,Blondy,0.0,530,False,,,40,490000.jpg,0.0,False,Nna Noukeu,0.1,False,,a,17,56,0,1546,13,4284,40,0.0,0.0,Nna Noukeu,38.0,2024-08-02,2001-05-31,False,p490000,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,480,63,463,46,426,39,482,63,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,669,74,461,62,490,63,425,63,0.0,0.0,0.0
True,True,100.0,100.0,223827,0,0,1,-1,1,2,0.0,0.0,1,Daniel,0.5,531,False,,2025-08-23T22:30:06.243330Z,46,223827.jpg,5.0,False,Ballard,2.5,False,,a,17,56,20,591626,308,531139,1379,0.1,4.3,Ballard,242.0,2022-07-01,1999-09-22,False,p223827,156,1,0,1,1,0,0,0,0,0,0,3,66,87.4,20.9,67.0,17.6,21,4,2,23,2,0.19,0.18,0.37,1.28,81,37,204,60,51,5,86,26,,,,,,,0.11,0.0,0.1,0.21,0.74,0.58,387,69,317,109,44,22,115,43,1.15,0.58,13.27
True,True,,,487676,0,0,0,0,0,2,4.0,4.0,6,Trai,4.5,532,False,,,45,487676.jpg,4.2,False,Hume,0.3,False,,a,17,56,25,21081,105,18792,99,1.0,5.6,Hume,242.0,2022-01-04,2002-03-18,False,p487676,530,0,0,3,4,0,0,0,0,0,0,0,97,83.8,72.0,10.0,16.6,26,18,14,40,6,0.09,0.23,0.32,6.33,93,42,64,14,248,78,96,31,,,4.0,,,,0.02,0.0,0.04,0.06,1.07,0.68,439,96,35,14,71,33,327,118,1.02,0.51,6.79
True,True,25.0,25.0,220684,0,0,0,0,0,2,-0.1,-0.1,0,Aji,0.0,533,False,Shoulder injury - 25% chance of playing,2025-07-21T10:00:05.007315Z,40,220684.jpg,0.0,False,Alese,0.0,False,,d,17,56,0,198,2,350,0,0.0,0.0,Alese,241.0,2022-07-15,2001-01-17,False,p220684,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,453,174,436,172,398,155,455,174,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,635,169,433,163,463,172,725,244,0.0,0.0,0.0
True,True,,,232820,0,0,-1,1,0,2,-0.5,-0.5,0,Joe,0.0,534,False,,,39,232820.jpg,0.0,False,Anderson,0.5,False,,a,17,56,0,19314,348,24690,230,0.0,0.0,Anderson,241.0,2023-01-31,2001-02-06,False,p232820,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,409,148,387,143,347,124,411,148,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,717,223,388,136,419,146,253,96,0.0,0.0,0.0
True,True,0.0,0.0,461195,0,0,0,0,0,2,0.0,0.0,0,Dennis,0.0,535,False,Wrist Injury - Unknown return date,2025-07-21T10:00:05.027113Z,40,461195.jpg,0.0,False,Cirkin,0.0,False,,i,17,56,0,219,4,1607,9,0.0,0.0,Cirkin,241.0,2021-08-11,2002-04-06,False,p461195,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,467,181,450,179,412,162,469,181,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,652,179,448,171,477,179,671,228,0.0,0.0,0.0
True,True,0.0,0.0,477547,0,0,0,0,0,2,0.0,0.0,0,Leo Fuhr,0.0,536,False,Achilles injury - Unknown return date,2025-07-21T10:00:05.047173Z,40,477547.jpg,0.0,False,Hjelde,0.0,False,,i,17,56,0,211,2,317,1,0.0,0.0,Hjelde,161.0,2024-01-30,2003-08-26,False,p477547,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,476,183,459,181,422,165,478,183,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,663,183,457,173,486,181,722,243,0.0,0.0,0.0
True,False,0.0,0.0,492066,0,0,0,0,0,2,0.0,0.0,0,Niall,0.0,537,False,has joined Wycombe Wanderers on loan for the rest of the season.,2025-09-02T13:34:00.250364Z,40,492066.jpg,0.0,False,Huggins,0.1,False,,u,17,56,0,1038,0,11608,60,0.0,0.0,Huggins,244.0,2021-08-20,2000-12-18,False,p492066,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,482,185,465,183,428,167,484,185,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,671,187,463,175,492,183,458,173,0.0,0.0,0.0
True,True,,,514613,0,0,-1,1,0,2,-0.5,-0.5,0,Zak,0.0,538,False,,,39,514613.jpg,0.0,False,Johnson,0.2,False,,a,17,56,0,8553,296,10497,93,0.0,0.0,Johnson,241.0,2021-10-12,2004-07-30,False,p514613,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,419,157,397,152,357,133,421,157,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,727,232,398,145,429,155,336,121,0.0,0.0,0.0
True,True,100.0,100.0,167512,0,0,0,0,0,2,-0.5,-0.5,0,Luke,0.0,539,False,,2025-07-21T10:00:05.068622Z,40,167512.jpg,0.0,False,O'Nien,0.0,False,,a,17,56,0,732,67,1246,9,0.0,0.0,O'Nien,241.0,2018-07-30,1994-11-21,False,p167512,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,448,172,429,168,391,151,450,172,,,,,4.0,,0.0,0.0,0.0,0.0,0.0,0.0,625,162,428,161,458,170,650,220,0.0,0.0,0.0
True,True,,,465702,0,0,-1,1,0,2,-0.5,-0.5,0,Timothée,0.0,540,False,,,39,465702.jpg,0.0,False,Pembélé,0.4,False,,a,17,56,0,31115,631,12187,284,0.0,0.0,Pembele,73.0,2023-09-01,2002-09-09,False,p465702,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,414,153,392,148,352,129,416,153,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,722,228,393,141,424,151,266,97,0.0,0.0,0.0
True,True,0.0,0.0,434399,0,0,0,0,0,2,0.0,0.0,0,Reinildo,1.2,541,False,Suspended until 25 Oct,2025-09-21T22:30:06.385468Z,40,434399.jpg,2.8,False,Mandava,6.4,False,,s,17,56,14,410366,76,435856,10178,0.3,3.5,Reinildo,146.0,2025-07-08,1994-01-21,False,p434399,392,0,0,2,4,0,0,0,1,1,0,0,66,74.2,18.3,6.0,9.9,25,13,11,36,5,0.02,0.04,0.06,4.78,114,51,223,68,277,89,191,65,,,,,,,0.0,0.0,0.01,0.01,1.1,0.92,644,173,227,83,165,63,58,22,1.15,0.46,8.27
True,False,0.0,0.0,519634,0,0,0,0,0,2,0.0,0.0,0,Jenson,0.0,542,False,has joined Wolfsburg on loan for the rest of the season.,2025-09-02T13:40:22.421351Z,40,519634.jpg,1.0,False,Seelt,0.2,False,,u,17,56,2,3016,0,17839,107,0.0,0.5,Seelt,152.0,2023-07-01,2003-05-23,False,p519634,133,0,0,0,2,0,0,0,0,0,0,0,11,33.6,2.4,0.0,3.6,8,6,4,12,1,0.00,0.01,0.01,1.33,230,88,333,118,439,175,323,111,,,,,,,0.0,0.0,0.01,0.01,0.9,1.35,684,197,474,183,328,115,394,146,0.68,0.0,8.12
True,True,,,535818,0,0,-2,2,0,3,0.5,0.5,0,Simon,1.0,543,False,,,53,535818.jpg,2.8,False,Adingra,0.8,False,,a,17,56,11,69386,138,152036,1024,0.2,2.1,Adingra,54.0,2025-07-10,2002-01-01,False,p535818,230,0,1,2,2,0,0,0,1,0,0,0,30,20.4,59.7,6.0,8.6,4,7,3,14,3,0.14,0.20,0.34,1.75,288,132,77,57,288,154,215,107,,,,,,,0.05,0.0,0.08,0.13,0.68,0.78,226,141,264,127,174,73,190,64,1.17,0.78,5.48
True,True,0.0,0.0,547027,0,0,0,0,0,3,0.0,0.0,0,Habib,1.8,544,False,Groin Injury - Expected back 03 Dec,2025-09-21T22:30:06.402407Z,55,547027.jpg,3.0,False,Diarra,0.1,False,,i,17,56,12,5957,7,11280,236,0.3,2.2,Diarra,189.0,2025-07-01,2004-01-03,False,p547027,345,0,1,2,2,0,0,0,1,0,0,0,23,10.6,31.0,45.0,8.0,6,8,1,15,4,0.50,0.08,0.58,3.87,330,156,157,106,89,56,229,115,,,,,,,0.13,0.0,0.02,0.15,1.01,0.52,166,103,196,84,158,65,516,182,1.04,0.52,3.91
True,False,0.0,0.0,124165,0,0,-1,1,0,3,0.0,0.0,0,Patrick,0.0,545,False,has joined Birmingham City on loan for the rest of the season.,2025-09-02T13:33:32.438579Z,54,124165.jpg,1.0,False,Roberts,0.0,False,,u,17,56,1,462,0,3567,19,0.0,0.2,Roberts,241.0,2022-01-21,1997-02-05,False,p124165,27,0,0,0,1,0,0,0,0,0,0,0,4,1.8,7.3,5.0,1.4,0,1,0,1,0,0.03,0.02,0.05,0.66,389,183,301,163,296,160,367,177,4.0,,,,2.0,,0.1,0.0,0.07,0.17,2.2,3.33,172,107,700,303,378,185,662,280,0.0,0.0,3.33
True,False,0.0,0.0,626844,0,0,-1,1,0,3,0.0,0.0,0,Milan,0.0,546,False,has joined Cracovia on loan for the rest of the season.,2025-09-08T09:11:30.805435Z,49,626844.jpg,0.0,False,Aleksić,0.0,False,,u,17,56,0,295,0,2771,11,0.0,0.0,Aleksić,190.0,2024-08-30,2005-08-30,False,p626844,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,681,289,677,291,657,285,682,290,,,,,,,0.0,0.0,0.0,0.0,0.0,0.0,368,232,672,286,685,293,651,274,0.0,0.0,0.0
True,True,100.0,100.0,484420,0,0,-1,1,1,3,3.5,3.5,3,Enzo,4.0,547,False,,2025-09-13T21:30:08.349570Z,49,484420.jpg,3.6,False,Le Fée,0.4,False,,a,17,56,18,49412,327,43462,325,0.8,3.7,E.Le Fée,73.0,2025-07-01,2000-02-03,False,p484420,285,1,0,1,3,0,0,0,0,0,0,2,64,79.2,41.4,21.0,14.2,7,16,12,35,3,0.83,0.22,1.05,3.64,108,35,116,78,184,108,125,68,2.0,,2.0,,,,0.26,0.0,0.07,0.33,1.15,0.95,354,220,48,18,110,44,258,87,0.95,0.32,11.05
True,True,0.0,0.0,461199,0,0,-1,1,0,3,0.0,0.0,0,Romaine,0.0,548,False,Hamstring injury - Expected back 18 Oct,2025-08-10T23:30:07.214806Z,49,461199.jpg,0.0,False,Mundle,0.0,False,,i,17,56,0,123,1,657,5,0.0,0.0,Mundle,241.0,2024-02-01,2003-04-24,False,p461199,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0.0,0,0,0,0,0,0.00,0.00,0.00,0.00,674,284,669,285,649,280,675,285,3.0,,3.0,,,,0.0,0.0,0.0,0.0,0.0,0.0,348,217,666,282,679,289,723,316,0.0,0.0,0.0
True,True,,,223336,0,0,-1,1,0,3,-0.3,-0.3,0,Dan,0.2,549,False,,,49,223336.jpg,1.0,False,Neil,0.0,False,,a,17,56,1,481,7,2167,9,0.0,0.2,Neil,241.0,2018-11-01,2001-12-13,False,p223336,1,0,0,0,0,0,0,0,0,0,0,0,4,1.0,0.0,0.0,0.1,1,0,0,1,0,0.00,0.00,0.00,0.10,396,187,660,278,640,273,403,191,,,,,,,0.0,0.0,0.0,0.0,9.0,0.0,331,205,363,174,358,171,622,256,0.0,0.0,90.0
